capture,observed_at_utc,event_id,url,market_title_raw,selection_order,accessible_label,visible_name,odds_raw,decimal_odds,disabled,node_index
010-flyquest-map4,2026-09-21T22:07:06.631Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 4 - Premier à atteindre morts,2,FlyQuest 10 Kills,10,"1,52",1.52,False,1402
010-flyquest-map4,2026-09-21T22:07:06.631Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 4 - Premier à atteindre morts,3,Shopify Rebellion 10 Kills,10,"2,35",2.35,False,1410
010-flyquest-map4,2026-09-21T22:07:06.631Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 4 - Premier à atteindre morts,4,FlyQuest 15 Kills,15,"1,50",1.50,False,1418
010-flyquest-map4,2026-09-21T22:07:06.631Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 4 - Premier à atteindre morts,5,Shopify Rebellion 15 Kills,15,"2,40",2.40,False,1426
010-flyquest-map4,2026-09-21T22:07:06.631Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 4 - Premier sang,0,FlyQuest,FlyQuest,"1,78",1.78,False,1448
010-flyquest-map4,2026-09-21T22:07:06.631Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 4 - Premier sang,1,Shopify Rebellion,Shopify Rebellion,"1,92",1.92,False,1455
010-flyquest-map4,2026-09-21T22:07:06.631Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 4 - Premier Baron,0,FlyQuest,FlyQuest,"1,55",1.55,False,1477
010-flyquest-map4,2026-09-21T22:07:06.631Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 4 - Premier Baron,1,Shopify Rebellion,Shopify Rebellion,"2,30",2.30,False,1484
010-flyquest-map4,2026-09-21T22:07:06.631Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 4 - Premier inhibiteur,0,FlyQuest,FlyQuest,"1,50",1.50,False,1506
010-flyquest-map4,2026-09-21T22:07:06.631Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 4 - Premier inhibiteur,1,Shopify Rebellion,Shopify Rebellion,"2,40",2.40,False,1513
010-flyquest-map4,2026-09-21T22:07:06.631Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 4 - º meurtre,0,FlyQuest 10th Kill,10,"1,72",1.72,False,1541
010-flyquest-map4,2026-09-21T22:07:06.631Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 4 - º meurtre,1,Shopify Rebellion 10th Kill,10,"2,00",2.00,False,1549
010-flyquest-map4,2026-09-21T22:07:06.631Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 4 - º meurtre,2,FlyQuest 20th Kill,20,"1,68",1.68,False,1557
010-flyquest-map4,2026-09-21T22:07:06.631Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 4 - º meurtre,3,Shopify Rebellion 20th Kill,20,"2,05",2.05,False,1565
010-flyquest-map4,2026-09-21T22:07:06.631Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 4 - º meurtre,4,FlyQuest 30th Kill,30,"1,65",1.65,False,1573
010-flyquest-map4,2026-09-21T22:07:06.631Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 4 - º meurtre,5,Shopify Rebellion 30th Kill,30,"2,10",2.10,False,1581
010-flyquest-map4,2026-09-21T22:07:06.631Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 4 - Quadruple meurtre,0,Yes,Yes,"6,30",6.30,False,1603
010-flyquest-map4,2026-09-21T22:07:06.631Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 4 - Quintuple meurtre,0,Yes,Yes,"11,00",11.00,False,1625
010-flyquest-map4,2026-09-21T22:07:06.631Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 4 - Victoires paires/impaires,0,Odd,Odd,"1,85",1.85,False,1647
010-flyquest-map4,2026-09-21T22:07:06.631Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 4 - Victoires paires/impaires,1,Even,Even,"1,85",1.85,False,1654
011-flyquest-map5,2026-09-21T22:07:07.468Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 5 - Premier à atteindre morts,0,FlyQuest 5 Kills,5,"1,65",1.65,False,1386
011-flyquest-map5,2026-09-21T22:07:07.468Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 5 - Premier à atteindre morts,1,Shopify Rebellion 5 Kills,5,"2,10",2.10,False,1394
011-flyquest-map5,2026-09-21T22:07:07.468Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 5 - Premier à atteindre morts,2,FlyQuest 10 Kills,10,"1,62",1.62,False,1402
011-flyquest-map5,2026-09-21T22:07:07.468Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 5 - Premier à atteindre morts,3,Shopify Rebellion 10 Kills,10,"2,15",2.15,False,1410
011-flyquest-map5,2026-09-21T22:07:07.468Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 5 - Premier à atteindre morts,4,FlyQuest 15 Kills,15,"1,58",1.58,False,1418
011-flyquest-map5,2026-09-21T22:07:07.468Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 5 - Premier à atteindre morts,5,Shopify Rebellion 15 Kills,15,"2,20",2.20,False,1426
011-flyquest-map5,2026-09-21T22:07:07.468Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 5 - Premier sang,0,FlyQuest,FlyQuest,"1,78",1.78,False,1448
011-flyquest-map5,2026-09-21T22:07:07.468Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 5 - Premier sang,1,Shopify Rebellion,Shopify Rebellion,"1,92",1.92,False,1455
011-flyquest-map5,2026-09-21T22:07:07.468Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 5 - Premier Baron,0,FlyQuest,FlyQuest,"1,62",1.62,False,1477
011-flyquest-map5,2026-09-21T22:07:07.468Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 5 - Premier Baron,1,Shopify Rebellion,Shopify Rebellion,"2,15",2.15,False,1484
011-flyquest-map5,2026-09-21T22:07:07.468Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 5 - Premier inhibiteur,0,FlyQuest,FlyQuest,"1,55",1.55,False,1506
011-flyquest-map5,2026-09-21T22:07:07.468Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 5 - Premier inhibiteur,1,Shopify Rebellion,Shopify Rebellion,"2,30",2.30,False,1513
011-flyquest-map5,2026-09-21T22:07:07.468Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 5 - º meurtre,0,FlyQuest 10th Kill,10,"1,78",1.78,False,1541
011-flyquest-map5,2026-09-21T22:07:07.468Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 5 - º meurtre,1,Shopify Rebellion 10th Kill,10,"1,92",1.92,False,1549
011-flyquest-map5,2026-09-21T22:07:07.468Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 5 - º meurtre,2,FlyQuest 20th Kill,20,"1,72",1.72,False,1557
011-flyquest-map5,2026-09-21T22:07:07.468Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 5 - º meurtre,3,Shopify Rebellion 20th Kill,20,"2,00",2.00,False,1565
011-flyquest-map5,2026-09-21T22:07:07.468Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 5 - º meurtre,4,FlyQuest 30th Kill,30,"1,72",1.72,False,1573
011-flyquest-map5,2026-09-21T22:07:07.468Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 5 - º meurtre,5,Shopify Rebellion 30th Kill,30,"2,00",2.00,False,1581
011-flyquest-map5,2026-09-21T22:07:07.468Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 5 - Quadruple meurtre,0,Yes,Yes,"6,30",6.30,False,1603
011-flyquest-map5,2026-09-21T22:07:07.468Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 5 - Quintuple meurtre,0,Yes,Yes,"11,00",11.00,False,1625
011-flyquest-map5,2026-09-21T22:07:07.468Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 5 - Victoires paires/impaires,0,Odd,Odd,"1,85",1.85,False,1647
011-flyquest-map5,2026-09-21T22:07:07.468Z,845833,https://stake.bet/fr/sports/league-of-legends/international-1/lcs-2026-summer-playoffs-t4/845833-flyquest-shopify-rebellion,Map 5 - Victoires paires/impaires,1,Even,Even,"1,85",1.85,False,1654
018-pyramid-live-all-scores,2026-09-21T22:08:10.792Z,845075,https://stake.bet/fr/sports/league-of-legends/international-1/emea-masters-2026-summer-lcq-t10/845075-pyramid-iv-esports-lodis,Nombre de maps,0,,2.5,,,True,2505
018-pyramid-live-all-scores,2026-09-21T22:08:10.792Z,845075,https://stake.bet/fr/sports/league-of-legends/international-1/emea-masters-2026-summer-lcq-t10/845075-pyramid-iv-esports-lodis,Nombre de maps,1,,2.5,,,True,2510
018-pyramid-live-all-scores,2026-09-21T22:08:10.792Z,845075,https://stake.bet/fr/sports/league-of-legends/international-1/emea-masters-2026-summer-lcq-t10/845075-pyramid-iv-esports-lodis,Gagne au moins un map,0,,Oui,,,True,2534
018-pyramid-live-all-scores,2026-09-21T22:08:10.792Z,845075,https://stake.bet/fr/sports/league-of-legends/international-1/emea-masters-2026-summer-lcq-t10/845075-pyramid-iv-esports-lodis,Gagne au moins un map,1,,Non,,,True,2539
018-pyramid-live-all-scores,2026-09-21T22:08:10.792Z,845075,https://stake.bet/fr/sports/league-of-legends/international-1/emea-masters-2026-summer-lcq-t10/845075-pyramid-iv-esports-lodis,Gagne au moins un map,2,,Oui,,,True,2547
018-pyramid-live-all-scores,2026-09-21T22:08:10.792Z,845075,https://stake.bet/fr/sports/league-of-legends/international-1/emea-masters-2026-summer-lcq-t10/845075-pyramid-iv-esports-lodis,Gagne au moins un map,3,,Non,,,True,2552
019-pyramid-live-map2,2026-09-21T22:08:11.832Z,845075,https://stake.bet/fr/sports/league-of-legends/international-1/emea-masters-2026-summer-lcq-t10/845075-pyramid-iv-esports-lodis,Map 2 - Nombre total de tués,0,,25.5,,,True,2505
019-pyramid-live-map2,2026-09-21T22:08:11.832Z,845075,https://stake.bet/fr/sports/league-of-legends/international-1/emea-masters-2026-summer-lcq-t10/845075-pyramid-iv-esports-lodis,Map 2 - Nombre total de tués,1,,25.5,,,True,2510
019-pyramid-live-map2,2026-09-21T22:08:11.832Z,845075,https://stake.bet/fr/sports/league-of-legends/international-1/emea-masters-2026-summer-lcq-t10/845075-pyramid-iv-esports-lodis,Map 2 - Nombre total de tués,2,,26.5,,,True,2515
019-pyramid-live-map2,2026-09-21T22:08:11.832Z,845075,https://stake.bet/fr/sports/league-of-legends/international-1/emea-masters-2026-summer-lcq-t10/845075-pyramid-iv-esports-lodis,Map 2 - Nombre total de tués,3,,26.5,,,True,2520
019-pyramid-live-map2,2026-09-21T22:08:11.832Z,845075,https://stake.bet/fr/sports/league-of-legends/international-1/emea-masters-2026-summer-lcq-t10/845075-pyramid-iv-esports-lodis,Map 2 - Nombre total de tués,4,,27.5,,,True,2525
019-pyramid-live-map2,2026-09-21T22:08:11.832Z,845075,https://stake.bet/fr/sports/league-of-legends/international-1/emea-masters-2026-summer-lcq-t10/845075-pyramid-iv-esports-lodis,Map 2 - Nombre total de tués,5,,27.5,,,True,2530
019-pyramid-live-map2,2026-09-21T22:08:11.832Z,845075,https://stake.bet/fr/sports/league-of-legends/international-1/emea-masters-2026-summer-lcq-t10/845075-pyramid-iv-esports-lodis,Map 2 - Durée de,0,,26,,,True,2561
019-pyramid-live-map2,2026-09-21T22:08:11.832Z,845075,https://stake.bet/fr/sports/league-of-legends/international-1/emea-masters-2026-summer-lcq-t10/845075-pyramid-iv-esports-lodis,Map 2 - Durée de,1,,26,,,True,2566
019-pyramid-live-map2,2026-09-21T22:08:11.832Z,845075,https://stake.bet/fr/sports/league-of-legends/international-1/emea-masters-2026-summer-lcq-t10/845075-pyramid-iv-esports-lodis,Map 2 - Durée de,2,,27,,,True,2571
019-pyramid-live-map2,2026-09-21T22:08:11.832Z,845075,https://stake.bet/fr/sports/league-of-legends/international-1/emea-masters-2026-summer-lcq-t10/845075-pyramid-iv-esports-lodis,Map 2 - Durée de,3,,27,,,True,2576
019-pyramid-live-map2,2026-09-21T22:08:11.832Z,845075,https://stake.bet/fr/sports/league-of-legends/international-1/emea-masters-2026-summer-lcq-t10/845075-pyramid-iv-esports-lodis,Map 2 - Durée de,4,,28,,,True,2581
019-pyramid-live-map2,2026-09-21T22:08:11.832Z,845075,https://stake.bet/fr/sports/league-of-legends/international-1/emea-masters-2026-summer-lcq-t10/845075-pyramid-iv-esports-lodis,Map 2 - Durée de,5,,28,,,True,2586
020-pyramid-live-map3,2026-09-21T22:08:12.985Z,845075,https://stake.bet/fr/sports/league-of-legends/international-1/emea-masters-2026-summer-lcq-t10/845075-pyramid-iv-esports-lodis,Map 3 - Nombre total de tués,0,,25.5,,,True,2500
020-pyramid-live-map3,2026-09-21T22:08:12.985Z,845075,https://stake.bet/fr/sports/league-of-legends/international-1/emea-masters-2026-summer-lcq-t10/845075-pyramid-iv-esports-lodis,Map 3 - Nombre total de tués,1,,25.5,,,True,2505
020-pyramid-live-map3,2026-09-21T22:08:12.985Z,845075,https://stake.bet/fr/sports/league-of-legends/international-1/emea-masters-2026-summer-lcq-t10/845075-pyramid-iv-esports-lodis,Map 3 - Nombre total de tués,2,,26.5,,,True,2510
020-pyramid-live-map3,2026-09-21T22:08:12.985Z,845075,https://stake.bet/fr/sports/league-of-legends/international-1/emea-masters-2026-summer-lcq-t10/845075-pyramid-iv-esports-lodis,Map 3 - Nombre total de tués,3,,26.5,,,True,2515
020-pyramid-live-map3,2026-09-21T22:08:12.985Z,845075,https://stake.bet/fr/sports/league-of-legends/international-1/emea-masters-2026-summer-lcq-t10/845075-pyramid-iv-esports-lodis,Map 3 - Nombre total de tués,4,,27.5,,,True,2520
020-pyramid-live-map3,2026-09-21T22:08:12.985Z,845075,https://stake.bet/fr/sports/league-of-legends/international-1/emea-masters-2026-summer-lcq-t10/845075-pyramid-iv-esports-lodis,Map 3 - Nombre total de tués,5,,27.5,,,True,2525
020-pyramid-live-map3,2026-09-21T22:08:12.985Z,845075,https://stake.bet/fr/sports/league-of-legends/international-1/emea-masters-2026-summer-lcq-t10/845075-pyramid-iv-esports-lodis,Map 3 - Durée de,0,,26,,,True,2556
020-pyramid-live-map3,2026-09-21T22:08:12.985Z,845075,https://stake.bet/fr/sports/league-of-legends/international-1/emea-masters-2026-summer-lcq-t10/845075-pyramid-iv-esports-lodis,Map 3 - Durée de,1,,26,,,True,2561
020-pyramid-live-map3,2026-09-21T22:08:12.985Z,845075,https://stake.bet/fr/sports/league-of-legends/international-1/emea-masters-2026-summer-lcq-t10/845075-pyramid-iv-esports-lodis,Map 3 - Durée de,2,,27,,,True,2566
020-pyramid-live-map3,2026-09-21T22:08:12.985Z,845075,https://stake.bet/fr/sports/league-of-legends/international-1/emea-masters-2026-summer-lcq-t10/845075-pyramid-iv-esports-lodis,Map 3 - Durée de,3,,27,,,True,2571
020-pyramid-live-map3,2026-09-21T22:08:12.985Z,845075,https://stake.bet/fr/sports/league-of-legends/international-1/emea-masters-2026-summer-lcq-t10/845075-pyramid-iv-esports-lodis,Map 3 - Durée de,4,,28,,,True,2576
020-pyramid-live-map3,2026-09-21T22:08:12.985Z,845075,https://stake.bet/fr/sports/league-of-legends/international-1/emea-masters-2026-summer-lcq-t10/845075-pyramid-iv-esports-lodis,Map 3 - Durée de,5,,28,,,True,2581
021-cfo-kt-principal,2026-09-21T22:09:18.414Z,845065,https://stake.bet/fr/sports/league-of-legends/international-1/2026-world-star-challengers-invitational-t8/845065-cfo-academy-kt-rolster-challengers,Vainqueur du match - Two options,0,CFO Academy,CFO Academy,"7,00",7.00,False,2476
021-cfo-kt-principal,2026-09-21T22:09:18.414Z,845065,https://stake.bet/fr/sports/league-of-legends/international-1/2026-world-star-challengers-invitational-t8/845065-cfo-academy-kt-rolster-challengers,Vainqueur du match - Two options,1,KT Rolster Challengers,KT Rolster Challengers,"1,06",1.06,False,2483
022-fuego-t1-principal-repeat,2026-09-21T22:09:21.421Z,845066,https://stake.bet/fr/sports/league-of-legends/international-1/2026-world-star-challengers-invitational-t8/845066-fuego-t1-esports-academy,Vainqueur du match - Two options,0,Fuego,Fuego,"7,50",7.50,False,2474
022-fuego-t1-principal-repeat,2026-09-21T22:09:21.421Z,845066,https://stake.bet/fr/sports/league-of-legends/international-1/2026-world-star-challengers-invitational-t8/845066-fuego-t1-esports-academy,Vainqueur du match - Two options,1,T1 Esports Academy,T1 Esports Academy,"1,05",1.05,False,2481
023-koi-cfo-principal-repeat,2026-09-21T22:09:24.679Z,845067,https://stake.bet/fr/sports/league-of-legends/international-1/2026-world-star-challengers-invitational-t8/845067-movistar-koi-academy-cfo-academy,Vainqueur du match - Two options,0,Movistar KOI Academy,Movistar KOI.A,"1,38",1.38,False,2485
023-koi-cfo-principal-repeat,2026-09-21T22:09:24.679Z,845067,https://stake.bet/fr/sports/league-of-legends/international-1/2026-world-star-challengers-invitational-t8/845067-movistar-koi-academy-cfo-academy,Vainqueur du match - Two options,1,CFO Academy,CFO Academy,"2,80",2.80,False,2492
024-fuego-dn-principal-repeat,2026-09-21T22:09:27.940Z,845068,https://stake.bet/fr/sports/league-of-legends/international-1/2026-world-star-challengers-invitational-t8/845068-fuego-dn-soopers-challengers,Vainqueur du match - Two options,0,Fuego,Fuego,"7,00",7.00,False,2488
024-fuego-dn-principal-repeat,2026-09-21T22:09:27.940Z,845068,https://stake.bet/fr/sports/league-of-legends/international-1/2026-world-star-challengers-invitational-t8/845068-fuego-dn-soopers-challengers,Vainqueur du match - Two options,1,DN SOOPers Challengers,DN SOOPers Challengers,"1,06",1.06,False,2495
025-pobelter-chenchen-map-1,2026-09-21T22:09:33.294Z,844333,https://stake.bet/fr/sports/league-of-legends/international-1/tyler1-all-stars-season-2026-week-14-t9/844333-pobelter-chenchen53,Map 1 Gagnant - Two options,0,Pobelter,Pobelter,"1,48",1.48,False,2519
025-pobelter-chenchen-map-1,2026-09-21T22:09:33.294Z,844333,https://stake.bet/fr/sports/league-of-legends/international-1/tyler1-all-stars-season-2026-week-14-t9/844333-pobelter-chenchen53,Map 1 Gagnant - Two options,1,chenchen53,chenchen53,"2,50",2.50,False,2526
025-pobelter-chenchen-map-2,2026-09-21T22:09:34.347Z,844333,https://stake.bet/fr/sports/league-of-legends/international-1/tyler1-all-stars-season-2026-week-14-t9/844333-pobelter-chenchen53,Map 2 Gagnant - Two options,0,Pobelter,Pobelter,"1,48",1.48,False,2519
025-pobelter-chenchen-map-2,2026-09-21T22:09:34.347Z,844333,https://stake.bet/fr/sports/league-of-legends/international-1/tyler1-all-stars-season-2026-week-14-t9/844333-pobelter-chenchen53,Map 2 Gagnant - Two options,1,chenchen53,chenchen53,"2,50",2.50,False,2526
025-pobelter-chenchen-map-3,2026-09-21T22:09:35.357Z,844333,https://stake.bet/fr/sports/league-of-legends/international-1/tyler1-all-stars-season-2026-week-14-t9/844333-pobelter-chenchen53,Map 3 Gagnant - Two options,0,Pobelter,Pobelter,"1,52",1.52,False,2519
025-pobelter-chenchen-map-3,2026-09-21T22:09:35.357Z,844333,https://stake.bet/fr/sports/league-of-legends/international-1/tyler1-all-stars-season-2026-week-14-t9/844333-pobelter-chenchen53,Map 3 Gagnant - Two options,1,chenchen53,chenchen53,"2,35",2.35,False,2526
026-pobelter-score-expanded,2026-09-21T22:10:15.022Z,844333,https://stake.bet/fr/sports/league-of-legends/international-1/tyler1-all-stars-season-2026-week-14-t9/844333-pobelter-chenchen53,Vainqueur du match - Two options,0,Pobelter,Pobelter,"1,35",1.35,False,2516
026-pobelter-score-expanded,2026-09-21T22:10:15.022Z,844333,https://stake.bet/fr/sports/league-of-legends/international-1/tyler1-all-stars-season-2026-week-14-t9/844333-pobelter-chenchen53,Vainqueur du match - Two options,1,chenchen53,chenchen53,"2,90",2.90,False,2523
026-pobelter-score-expanded,2026-09-21T22:10:15.022Z,844333,https://stake.bet/fr/sports/league-of-legends/international-1/tyler1-all-stars-season-2026-week-14-t9/844333-pobelter-chenchen53,Handicap de la carte,0,Pobelter (-1.5),-1.5,"2,10",2.10,False,2551
026-pobelter-score-expanded,2026-09-21T22:10:15.022Z,844333,https://stake.bet/fr/sports/league-of-legends/international-1/tyler1-all-stars-season-2026-week-14-t9/844333-pobelter-chenchen53,Handicap de la carte,1,chenchen53 (1.5),1.5,"1,65",1.65,False,2559
026-pobelter-score-expanded,2026-09-21T22:10:15.022Z,844333,https://stake.bet/fr/sports/league-of-legends/international-1/tyler1-all-stars-season-2026-week-14-t9/844333-pobelter-chenchen53,Handicap de la carte,2,Pobelter (1.5),1.5,"1,10",1.10,False,2567
026-pobelter-score-expanded,2026-09-21T22:10:15.022Z,844333,https://stake.bet/fr/sports/league-of-legends/international-1/tyler1-all-stars-season-2026-week-14-t9/844333-pobelter-chenchen53,Handicap de la carte,3,chenchen53 (-1.5),-1.5,"5,80",5.80,False,2575
026-pobelter-score-expanded,2026-09-21T22:10:15.022Z,844333,https://stake.bet/fr/sports/league-of-legends/international-1/tyler1-all-stars-season-2026-week-14-t9/844333-pobelter-chenchen53,Nombre de maps,0,Over 2.5,2.5,"2,10",2.10,False,2603
026-pobelter-score-expanded,2026-09-21T22:10:15.022Z,844333,https://stake.bet/fr/sports/league-of-legends/international-1/tyler1-all-stars-season-2026-week-14-t9/844333-pobelter-chenchen53,Nombre de maps,1,Under 2.5,2.5,"1,65",1.65,False,2611
026-pobelter-score-expanded,2026-09-21T22:10:15.022Z,844333,https://stake.bet/fr/sports/league-of-legends/international-1/tyler1-all-stars-season-2026-week-14-t9/844333-pobelter-chenchen53,Gagne au moins un map,0,Yes chenchen53,Oui,"1,65",1.65,False,2638
026-pobelter-score-expanded,2026-09-21T22:10:15.022Z,844333,https://stake.bet/fr/sports/league-of-legends/international-1/tyler1-all-stars-season-2026-week-14-t9/844333-pobelter-chenchen53,Gagne au moins un map,1,No chenchen53,Non,"2,10",2.10,False,2646
026-pobelter-score-expanded,2026-09-21T22:10:15.022Z,844333,https://stake.bet/fr/sports/league-of-legends/international-1/tyler1-all-stars-season-2026-week-14-t9/844333-pobelter-chenchen53,Gagne au moins un map,2,Yes Pobelter,Oui,"1,10",1.10,False,2657
026-pobelter-score-expanded,2026-09-21T22:10:15.022Z,844333,https://stake.bet/fr/sports/league-of-legends/international-1/tyler1-all-stars-season-2026-week-14-t9/844333-pobelter-chenchen53,Gagne au moins un map,3,No Pobelter,Non,"5,80",5.80,False,2665
026-pobelter-score-expanded,2026-09-21T22:10:15.022Z,844333,https://stake.bet/fr/sports/league-of-legends/international-1/tyler1-all-stars-season-2026-week-14-t9/844333-pobelter-chenchen53,Résultat final,0,2:0,2:0,"2,10",2.10,False,2691
026-pobelter-score-expanded,2026-09-21T22:10:15.022Z,844333,https://stake.bet/fr/sports/league-of-legends/international-1/tyler1-all-stars-season-2026-week-14-t9/844333-pobelter-chenchen53,Résultat final,1,1:2,1:2,"4,80",4.80,False,2698
026-pobelter-score-expanded,2026-09-21T22:10:15.022Z,844333,https://stake.bet/fr/sports/league-of-legends/international-1/tyler1-all-stars-season-2026-week-14-t9/844333-pobelter-chenchen53,Résultat final,2,2:1,2:1,"3,20",3.20,False,2705
026-pobelter-score-expanded,2026-09-21T22:10:15.022Z,844333,https://stake.bet/fr/sports/league-of-legends/international-1/tyler1-all-stars-season-2026-week-14-t9/844333-pobelter-chenchen53,Résultat final,3,0:2,0:2,"5,80",5.80,False,2712
